职位,公司,薪资,公司福利,招聘信息,职位信息,职能类别,公司地址 
Python爬虫研发工程师,广州多益网络股份有限公司,1-2万/月,,广州-黄埔区|1年经验|本科|招若干人|02-25发布,工作职责1.参与分布式爬虫和数据采集系统的架构设计和开发；2.负责网络数据抓取规划、定期爬取指定网站的数据；3.设计爬虫策略和防屏蔽规则，提升网页抓取的效率和质量；4.参与数据层建设，专注于垂直领域数据爬取，进行多平台信息的抓取和分析；5.实现数据提取、清洗、结构化、入库、统计分析等需求；6.研究优化算法，提升爬虫系统的稳定性、可扩展性。职位要求1.本科以上学历，计算机相关专业，有爬虫和反爬虫开发经验优先，有App爬取经验优先；2.熟悉linux平台开发，精通Python，熟悉常用的爬虫框架和工具；3.熟悉MongoDB、Redis、Mysql，掌握MQ，了解HBase、KAFKA等；4.熟悉HTTP协议，熟悉正则表达式、XPath、CSS选择器等，了解常用验证码识别技术；5.能独立解决实际开发过程碰到的各类问题。伴河路广州多益网络股份有限公司民营公司1000-5000人,脚本开发工程师算法工程师爬虫python,伴河路
c++/python 主程,广州艾克斯曼网络科技有限公司,1.5-2万/月,五险一金餐饮补贴定期体检年终奖金带薪年假团队聚餐发展空间大,广州-天河区|5-7年经验|本科|招2人|02-25发布,广州市天河区东圃一横路23号时代TITA座419-421广州艾克斯曼网络科技有限公司民营公司150-500人,互联网软件开发工程师C/C++python,广州市天河区东圃一横路23号时代TITA座419-421
python开发工程师,广州市华誉电脑系统有限公司,6-8千/月,五险一金员工旅游年终奖金,广州-白云区|2年经验|大专|招若干人|02-25发布|计算机科学与技术信息与计算科学,广州市白云区远景路穗景大厦C座3楼3G广州市华誉电脑系统有限公司民营公司50-150人,软件工程师高级软件工程师软件开发开发工程师计算机pythonDjango,广州市白云区远景路穗景大厦C座3楼3G
Python实施开发工程师,上海艺赛旗软件股份有限公司,0.7-1.2万/月,五险一金员工旅游交通补贴餐饮补贴通讯补贴年终奖金定期体检专业培训绩效奖金股票期权,广州|2年经验|本科|招1人|02-22发布,1.负责机器人流程自动化RPA产品的售前支持工作；2.负责支持销售人员完成客户需求交流、PPT演讲及产品Demo演示、编写技术方案、产品POC测试以及整个投标过程；3.负责售前阶段文档资料的编写：包括公司资料、可行性报告、技术建议书、项目规划建议等；4.根据典型客户的应用场景，进行价值提炼与分析，提出产品优化的建议；5.负责面向客户、内部员工与渠道合作伙伴的产品和案例培训；6.完成上级领导交给的其他工作任务；岗位任职资格：1.本科以上学历，计算机相关专业，熟悉python优先；2.具有3年以上软件产品售前工作经验，了解运营商、金融相关行业的业务和IT环境；3.熟悉安全技术、网络知识，能安装操作Linux、UNIX等操作系统，了解常见数据库系统；4.熟练使用售前工具：Word、PPT、Visio、Project等；5.形象良好、语言表达和思维逻辑清晰、书面表达能力强、演讲能力强。6.能够适应出差的工作安排。客户现场上海艺赛旗软件股份有限公司上市公司50-150人,技术支持/维护经理技术支持/维护工程师python软件实施技术支持,客户现场
Python开发工程师,广州市鼎源信息技术有限公司,0.8-1万/月,,广州-越秀区|无工作经验|招3人|02-22发布,"1、参与项目系统调研、设计、开发，实施等工作；2、负责调研报告编写、项目方案起草、项目交付文档编写等；3、开发客户化功能模块；4、计算机相关专业本科学历；职位要求：1、熟悉Python语言，一年以上Python开发经验，独立开发过系统过大型功能模块者优先；2、能熟练使用MySQL数据库、PostgreSQL数据库或ORACLE数据库等主流数据库；3、熟悉WEB开发技术，对CSS、HTML、XML、DIV、JSP、JQuery等技术；4、良好的编码习惯和文档编写能力，对服务器架构有一定了解，具备良好的分析解决问题能力，理解各MVC,ORM等框架；5、了解ERP系统的业务功能及基本应用，有ERP系统实施经验优先；6、有一定的英文文档阅读能力，熟悉odoo平台开发的优先；黄花岗街道先烈中路81号大院80栋519广州市鼎源信息技术有限公司民营公司少于50人",软件工程师python开发开发工程师,黄花岗街道先烈中路81号大院80栋519
Python开发工程师,广州市勒特米计算机科技发展有限公司,6-8千/月,,广州-天河区|1年经验|大专|招5人|02-22发布,"岗位要求如下：1.全日制大学专科及以上学历，计算机相关专业；2.熟练操作计算机，计算机基础知识扎实3..熟悉自动化测试开发，掌握python语言，有编程基础；4.熟悉数据库SQL基本语句5.工作严谨细致,具有良好的敬业精神，团队合作精神，很强的沟通能力，较强的逻辑推理能力，有很强的责任心；6.有一年或以上相关工作经验7.有电信行业经验者优先天河暨南花园广州市勒特米计算机科技发展有限公司民营公司少于50人",软件工程师,天河暨南花园
Python后台,恒拓开源信息科技股份有限公司广州分公司,0.9-1.4万/月,,广州-天河区|2年经验|大专|招1人|02-21发布,1、大专及以上学历，熟练掌握Python语言，有两年以上Python开发经验；具有Python运维开发经验或数据分析经验者优先；2、熟悉Web前端技术，掌握html、js与css，熟悉jQuery、Bootstrap等前端技术框架；3、熟悉Linux操作系统，熟悉Shell脚本开发；4、熟悉Linux下常用开源软件的安装配置，如Apache、Nginx、MySQL等；5、具有良好的沟通能力和学习能力；6、有运维项目开发或实施经验者优先。冼村路11号保利威座北塔26楼恒拓开源信息科技股份有限公司广州分公司民营公司500-1000人,软件工程师技术支持/维护工程师Python运维Linux,冼村路11号保利威座北塔26楼
软件开发工程师（python）,珠海市鸿瑞信息技术股份有限公司,4.5-6千/月,五险一金员工旅游餐饮补贴专业培训年终奖金定期体检,珠海|无工作经验|招2人|02-20发布,岗位职责：1、了解客户现场功能需要求，实现对产品的开发。包括：产品框架的设计，算法的开发与实现。产品说明书的编写。2、根据公司产品的测试需求，开发相关的测试软件。3、与公司其它部门协作，完成项目部份脚本的编写。资质要求：1、本科学历，计算机相关专业；2、熟练使用Linux编程环境及工具链；3、熟练使用Python语言，具有独立开发Python3年经验者优先；4、熟悉MySQL，具备数据库应用开发能力；5、了解TCP/IP协议栈，熟练WebSocket编程；6、具有良好的沟通能力与团队协作能力珠海市唐家大学路101号清华科技园创业大楼A座605珠海市鸿瑞信息技术股份有限公司民营公司150-500人,软件工程师python软件开发,珠海市唐家大学路101号清华科技园创业大楼A座605
PYTHON课程老师,广州果壳里科技有限公司,0.7-1.2万/月,,广州-海珠区|1年经验|本科|招若干人|02-18发布,"职位描述岗位要求1、大学本科或以上学历（信息学专业优先）2、热爱教育事业，具有良好的亲和力，逻辑思维能力强，普通话标准，良好的沟通和交流能力；3、具有较强的敬业精神和创新意识；岗位职责：1、课前准备：掌握DASH编程学院的整个课程体系，并熟练使用各种教具,认真备课。2、授课执行：根据校区教学部安排高标准的完成授课任务。3、课后跟进：根据总部要求编写会员档案，跟进会员及家长回访，协助校区完成会员续费、补费及家长转介绍等市场行为。体验课后进行助单工作，或独立谈单工作。4、学习提高：积极参与校区教学研讨等会议。自行加强工作技能的提升学习，不断提升授课水平。同时加强职业心态及素养的完善。5、其它工作：如市场活动的配合活动操作、电话约访等等。薪酬福利：1、为员工购买五险（养老保险、医疗保险、失业保险、工伤保险、生育保险）和住房公积金；2、全年校区业绩达标，可提供国内国外旅行；3、依法享受国家规定的法定节假日（进行调休）；4、丰富的员工及文体活动，如团队拓展、年终晚会、团建聚餐、郊外旅游等；5、提供岗前培训、业务知识、销售技能、行业拓展培训及其他专业化的培训和管理晋升机会，注重员工职业发展。月休4天，上班时间平日13:30-21:00，周末10:00-18:00。广州市海珠区新港东路1008号之一会展南五路3号凤浦中路801号803号201房自编4、5号广州果壳里科技有限公司民营公司少于50人",其他,广州市海珠区新港东路1008号之一会展南五路3号凤浦中路801号803号201房自编4、5号
Python项目经理/教育集团,广州市达内软件职业培训学校,0.8-1万/月,周末双休五险一金包住宿带薪年假餐饮补贴绩效奖金节日福利出国机会员工旅游股票期权,广州-黄埔区|1年经验|大专|招5人|02-12发布,岗位职责：1．完成部门布置的教学工作要求；2．解决学员技术问题；3．反馈教学效果；4．按周分析周考情况，并根据周考情况辅导学员，提升学员成绩；5.对学员进行有针对性的串讲、辅导工作。任职资格1.1年以上Python项目经理工作经验；2.具备计算机软件开发技术相关专业知识；3．熟悉.python技术方向；4.具备良好的人际交往能力、组织协调能力、沟通能力以及解决复杂问题的能力；5.具有优秀的团队领导能力，计划执行能力、责任心、事业心。工作地址：广州市黄埔区开发大道428号招商银行2楼（ATM机上2楼）招聘直通车：HR***晓晓13048849746(微信同上，备注岗位+名字）主动联系优先录用邮箱：2387802664@qq.com广州市黄埔区开发大道428号招商银行2楼广州市达内软件职业培训学校上市公司5000-10000人,培训讲师项目经理Python讲师IT讲师项目经理Python助教老师,广州市黄埔区开发大道428号招商银行2楼
Java/Python高级工程师(职位编号：Galanz000557),中山市格兰仕生活电器制造有限公司,1.5-3万/月,免费班车餐饮补贴专业培训带薪年假健身房,中山|5-7年经验|本科|招1人|02-12发布,1、负责平台PaaS层开发工作；2、对PaaS各功能模块进行平台架构细节设计；3、优化整体开发逻辑以及功能逻辑；（注：输出文档及开发架构为主）1、精通Java/Python开发；2、精通各开发组件以及开发框架；3、5年以上开发经验；4、负责过项目整体开发架构设计。中山市黄圃镇兴圃大道东3号中山市格兰仕生活电器制造有限公司民营公司500-1000人,软件工程师,中山市黄圃镇兴圃大道东3号
